Date,Time,Male,Device,Activity
7/29/2014,12:38 AM,male,tablet,1
7/26/2014,12:17 AM,female,tablet,1
7/31/2014,5:52 AM,female,mobile,1
7/17/2014,1:39 PM,male,desktop,1
7/24/2014,12:33 AM,female,mobile,0
7/18/2014,3:00 AM,male,desktop,0
7/25/2014,5:50 PM,male,tablet,0
7/20/2014,7:25 PM,female,desktop,0
7/17/2014,6:27 PM,male,tablet,1
7/20/2014,3:34 AM,male,desktop,1
7/19/2014,5:00 PM,female,desktop,1
7/20/2014,10:51 PM,female,desktop,1
7/21/2014,7:29 AM,female,desktop,0
7/19/2014,11:30 PM,female,tablet,0
7/17/2014,5:48 AM,female,desktop,0
7/27/2014,7:04 PM,male,desktop,0
7/30/2014,12:09 PM,female,mobile,1
7/21/2014,7:45 AM,female,mobile,1
7/25/2014,11:55 AM,female,tablet,0
7/24/2014,8:32 PM,female,tablet,1
7/19/2014,6:06 AM,female,mobile,0
7/31/2014,8:52 AM,male,mobile,1
7/26/2014,1:10 AM,male,desktop,0
7/30/2014,8:11 AM,male,tablet,0
7/19/2014,10:49 AM,female,tablet,1
7/24/2014,12:46 AM,female,desktop,1
7/17/2014,10:39 PM,female,tablet,0
7/26/2014,7:33 PM,male,desktop,0
7/21/2014,7:35 AM,male,desktop,0
7/17/2014,5:54 PM,female,tablet,0
7/24/2014,12:26 PM,female,desktop,0
7/30/2014,3:21 AM,female,tablet,0
7/28/2014,8:58 AM,male,tablet,1
7/26/2014,9:42 PM,male,desktop,0
7/24/2014,5:09 AM,female,tablet,1
7/18/2014,8:23 PM,male,tablet,1
7/29/2014,9:34 PM,female,mobile,1
7/21/2014,4:30 AM,female,tablet,0
7/22/2014,11:04 AM,male,tablet,0
7/28/2014,9:22 PM,female,desktop,1
7/17/2014,11:05 AM,male,mobile,1
7/18/2014,2:42 PM,male,tablet,0
7/24/2014,7:53 PM,male,desktop,0
7/18/2014,10:19 AM,male,mobile,1
7/25/2014,2:34 PM,female,desktop,1
7/20/2014,11:33 PM,female,desktop,0
7/19/2014,1:39 PM,female,tablet,1
7/31/2014,10:46 AM,female,desktop,0
7/31/2014,12:44 PM,male,desktop,1
7/22/2014,6:49 PM,male,mobile,1
7/31/2014,8:35 PM,male,mobile,1
7/18/2014,1:30 PM,female,tablet,1
7/29/2014,8:21 PM,female,mobile,0
7/23/2014,8:13 PM,male,desktop,1
7/17/2014,7:00 AM,female,desktop,0
7/19/2014,3:27 AM,female,tablet,1
7/30/2014,1:39 AM,female,tablet,1
7/21/2014,6:30 PM,male,desktop,1
7/28/2014,10:12 PM,male,desktop,1
7/26/2014,12:31 AM,male,tablet,0
7/31/2014,6:36 AM,male,tablet,1
7/30/2014,12:05 AM,male,tablet,0
7/30/2014,7:08 AM,male,tablet,1
7/22/2014,8:24 AM,female,desktop,1
7/23/2014,5:21 PM,male,desktop,1
7/25/2014,5:13 AM,female,tablet,1
7/24/2014,9:50 AM,male,tablet,0
7/31/2014,1:24 PM,male,desktop,1
7/29/2014,9:48 AM,female,mobile,0
7/27/2014,2:47 PM,female,desktop,1
7/24/2014,12:21 AM,male,desktop,1
7/17/2014,2:25 AM,female,mobile,1
7/22/2014,10:26 AM,male,desktop,0
7/27/2014,6:05 AM,male,tablet,1
7/22/2014,10:00 AM,female,tablet,1
7/26/2014,11:40 PM,female,mobile,1
7/24/2014,5:30 PM,female,desktop,0
7/23/2014,10:25 PM,female,mobile,0
7/27/2014,5:15 PM,male,desktop,0
7/20/2014,12:52 AM,female,tablet,1
7/19/2014,7:09 PM,female,tablet,1
7/20/2014,6:37 PM,female,mobile,1
7/30/2014,1:52 PM,male,desktop,1
7/18/2014,1:49 AM,female,desktop,0
7/20/2014,11:31 PM,male,desktop,1
7/21/2014,8:53 PM,female,desktop,0
7/29/2014,2:40 PM,female,tablet,1
7/31/2014,9:39 PM,female,tablet,0
7/20/2014,10:19 AM,male,tablet,1
7/19/2014,11:08 PM,male,mobile,0
7/27/2014,11:03 AM,male,tablet,0
7/21/2014,4:05 PM,male,desktop,1
7/20/2014,3:46 AM,male,desktop,0
7/21/2014,2:28 AM,female,desktop,0
7/20/2014,5:15 AM,female,desktop,0
7/23/2014,3:53 PM,male,mobile,1
7/25/2014,7:22 AM,male,tablet,0
7/20/2014,4:51 AM,male,desktop,0
7/31/2014,9:26 AM,female,tablet,1
7/18/2014,6:52 PM,male,mobile,0
7/29/2014,7:59 PM,female,mobile,0
7/27/2014,12:54 PM,female,tablet,0
7/24/2014,11:03 PM,male,mobile,1
7/22/2014,10:39 AM,male,tablet,1
7/18/2014,12:12 AM,female,tablet,1
7/19/2014,9:05 AM,female,mobile,1
7/21/2014,7:09 PM,female,desktop,0
7/25/2014,12:22 AM,male,mobile,1
7/22/2014,8:33 AM,male,tablet,0
7/26/2014,6:43 PM,female,desktop,0
7/17/2014,4:46 AM,female,tablet,0
7/27/2014,8:07 PM,male,mobile,0
7/22/2014,4:34 PM,male,mobile,0
7/21/2014,12:01 AM,female,desktop,0
7/28/2014,3:59 AM,female,tablet,1
7/29/2014,7:24 AM,female,desktop,0
7/24/2014,11:09 PM,female,desktop,1
7/19/2014,8:28 PM,female,tablet,0
7/17/2014,12:53 PM,female,desktop,1
7/23/2014,2:58 PM,male,mobile,0
7/26/2014,3:09 AM,male,desktop,1
7/27/2014,9:11 AM,female,desktop,1
7/31/2014,1:46 PM,male,mobile,0
7/24/2014,12:29 AM,male,mobile,0
7/18/2014,2:54 PM,male,mobile,1
7/22/2014,10:57 PM,female,desktop,0
7/23/2014,7:38 AM,female,desktop,1
7/26/2014,9:31 AM,female,desktop,1
7/17/2014,9:15 AM,male,tablet,1
7/26/2014,7:44 AM,female,tablet,0
7/25/2014,2:30 AM,female,mobile,1
7/18/2014,6:33 PM,female,desktop,1
7/19/2014,10:14 AM,male,tablet,1
7/22/2014,9:17 AM,female,mobile,1
7/18/2014,12:10 AM,male,mobile,0
7/28/2014,9:59 AM,male,desktop,0
7/21/2014,6:30 AM,male,tablet,0
7/24/2014,6:55 PM,female,tablet,1
7/24/2014,12:08 PM,female,mobile,0
7/20/2014,9:48 AM,male,desktop,1
7/22/2014,2:36 PM,female,desktop,1
7/25/2014,6:53 AM,female,tablet,1
7/18/2014,7:47 AM,female,mobile,1
7/17/2014,6:05 AM,male,desktop,0
7/31/2014,12:04 PM,female,mobile,1
7/23/2014,7:21 AM,female,desktop,1
7/31/2014,11:26 PM,male,tablet,0
7/31/2014,12:30 AM,male,mobile,1
7/25/2014,8:28 AM,male,tablet,0
7/22/2014,6:07 PM,female,tablet,0
7/25/2014,3:12 PM,female,desktop,0
7/19/2014,5:51 PM,male,desktop,1
7/22/2014,2:51 PM,male,desktop,1
7/22/2014,9:30 PM,female,tablet,1
7/19/2014,11:56 PM,male,desktop,0
7/21/2014,12:35 AM,female,desktop,0
7/22/2014,9:02 AM,female,mobile,1
7/29/2014,2:32 PM,male,tablet,0
7/30/2014,8:30 AM,female,mobile,0
7/31/2014,10:49 AM,male,tablet,1
7/23/2014,5:31 PM,male,mobile,0
7/27/2014,6:49 PM,male,mobile,1
7/18/2014,9:37 PM,male,tablet,0
7/29/2014,4:21 AM,male,tablet,0
7/31/2014,6:48 PM,female,desktop,0
7/17/2014,3:05 PM,female,tablet,0
7/26/2014,11:51 PM,male,desktop,1
7/18/2014,6:45 PM,female,tablet,0
7/27/2014,7:22 AM,female,desktop,1
7/29/2014,6:24 AM,male,desktop,1
7/23/2014,2:20 PM,male,mobile,1
7/23/2014,12:21 AM,male,mobile,0
7/20/2014,8:28 AM,female,tablet,1
7/27/2014,7:12 AM,male,tablet,0
7/23/2014,4:39 AM,male,desktop,0
7/17/2014,3:55 PM,female,mobile,0
7/21/2014,3:25 AM,male,desktop,1
7/31/2014,10:25 PM,female,desktop,1
7/20/2014,6:15 PM,male,desktop,1
7/18/2014,12:51 AM,male,mobile,1
7/21/2014,12:17 PM,female,mobile,1
7/25/2014,10:34 AM,male,desktop,1
7/29/2014,1:47 PM,male,tablet,0
7/24/2014,12:03 AM,female,desktop,0
7/20/2014,12:29 AM,female,tablet,1
7/25/2014,2:39 AM,female,mobile,0
7/21/2014,10:50 PM,female,tablet,1
7/18/2014,11:20 PM,male,desktop,0
7/23/2014,11:34 PM,female,tablet,1
7/30/2014,9:57 AM,male,tablet,0
7/24/2014,3:21 AM,male,tablet,1
7/26/2014,12:35 AM,male,tablet,1
7/17/2014,8:49 PM,female,tablet,1
7/17/2014,7:50 AM,female,mobile,0
7/19/2014,5:52 AM,male,desktop,1
7/22/2014,3:55 AM,female,mobile,0
7/18/2014,7:04 PM,female,desktop,0
7/24/2014,5:32 AM,female,tablet,1
7/31/2014,7:50 PM,male,desktop,0
7/17/2014,4:25 AM,female,desktop,1
7/22/2014,9:30 PM,female,tablet,1
7/26/2014,4:12 AM,male,tablet,1
7/30/2014,9:24 PM,female,tablet,0
7/27/2014,1:07 PM,female,tablet,1
7/23/2014,4:44 AM,male,tablet,1
7/24/2014,10:09 PM,female,desktop,1
7/25/2014,6:50 AM,female,desktop,1
7/18/2014,7:02 AM,male,tablet,1
7/30/2014,1:02 AM,male,mobile,0
7/29/2014,10:55 PM,female,desktop,1
7/30/2014,2:33 PM,male,tablet,1
7/22/2014,12:45 PM,female,mobile,0
7/19/2014,10:24 AM,female,tablet,1
7/23/2014,10:41 PM,female,tablet,1
7/18/2014,8:29 AM,female,mobile,0
7/22/2014,10:53 PM,male,desktop,0
7/20/2014,1:07 AM,female,tablet,1
7/31/2014,9:11 PM,male,tablet,0
7/20/2014,1:01 AM,female,tablet,1
7/18/2014,7:00 AM,female,mobile,0
7/17/2014,11:24 PM,male,tablet,1
7/18/2014,10:44 AM,female,desktop,0
7/26/2014,2:00 PM,male,tablet,1
7/24/2014,9:50 AM,male,desktop,1
7/28/2014,4:10 AM,male,mobile,1
7/30/2014,12:17 AM,female,mobile,0
7/17/2014,6:22 PM,female,desktop,0
7/30/2014,1:44 AM,female,desktop,0
7/18/2014,6:38 PM,male,mobile,1
7/26/2014,6:22 PM,female,desktop,0
7/19/2014,3:37 AM,female,mobile,0
7/30/2014,8:25 PM,female,mobile,0
7/28/2014,9:28 AM,female,desktop,1
7/28/2014,6:20 AM,female,mobile,0
7/31/2014,10:16 AM,male,mobile,0
7/26/2014,12:27 AM,female,tablet,0
7/23/2014,10:02 AM,male,mobile,1
7/27/2014,3:45 PM,female,tablet,0
7/28/2014,11:43 PM,male,mobile,1
7/21/2014,12:52 AM,male,mobile,0
7/19/2014,2:00 PM,male,desktop,1
7/17/2014,10:38 AM,male,tablet,0
7/20/2014,3:16 AM,male,desktop,1
7/29/2014,6:53 PM,male,mobile,1
7/28/2014,7:40 PM,female,desktop,1
7/22/2014,9:35 PM,male,tablet,0
7/19/2014,10:34 PM,female,desktop,1
7/19/2014,1:17 PM,female,tablet,1
7/27/2014,2:44 AM,female,desktop,1
7/29/2014,3:15 AM,female,tablet,1
7/19/2014,4:08 AM,male,mobile,0
7/24/2014,7:09 AM,female,desktop,0
7/23/2014,7:39 PM,female,desktop,0
7/24/2014,12:41 AM,female,mobile,1
7/19/2014,12:50 AM,male,tablet,1
7/26/2014,11:58 PM,male,tablet,0
7/20/2014,3:28 PM,male,tablet,0
7/18/2014,12:48 PM,female,mobile,0
7/18/2014,4:57 PM,male,desktop,0
7/29/2014,10:57 PM,male,mobile,1
7/29/2014,12:47 PM,female,mobile,0
7/18/2014,8:45 PM,male,desktop,1
7/24/2014,5:54 AM,female,tablet,1
7/25/2014,2:04 PM,female,tablet,1
7/18/2014,6:38 PM,male,mobile,1
7/28/2014,3:56 PM,male,desktop,1
7/25/2014,3:11 PM,female,desktop,0
7/19/2014,11:20 AM,male,mobile,1
7/26/2014,11:00 PM,male,mobile,1
7/31/2014,9:43 PM,female,mobile,1
7/25/2014,6:45 AM,male,desktop,1
7/27/2014,12:34 AM,female,desktop,0
7/29/2014,9:57 AM,female,tablet,0
7/20/2014,9:39 AM,male,mobile,0
7/25/2014,7:56 AM,male,desktop,0
7/31/2014,7:30 AM,female,tablet,1
7/31/2014,9:57 PM,male,desktop,0
7/31/2014,1:00 AM,female,mobile,0
7/27/2014,2:10 AM,female,mobile,1
7/27/2014,5:12 AM,female,mobile,1
7/31/2014,2:56 AM,female,desktop,1
7/24/2014,7:49 AM,female,mobile,0
7/29/2014,2:55 PM,male,desktop,0
7/31/2014,4:39 AM,female,desktop,1
7/25/2014,1:11 PM,male,mobile,1
7/18/2014,11:21 AM,male,mobile,1
7/19/2014,3:38 PM,female,desktop,1
7/25/2014,6:44 AM,male,desktop,1
7/30/2014,12:09 PM,male,mobile,0
7/24/2014,7:02 AM,male,desktop,0
7/26/2014,4:32 AM,female,desktop,0
7/21/2014,10:25 AM,male,tablet,1
7/18/2014,10:22 PM,male,tablet,0
7/23/2014,3:03 AM,male,desktop,1
7/30/2014,11:38 AM,female,desktop,0
7/21/2014,4:25 PM,male,desktop,1
7/26/2014,8:56 PM,male,tablet,0
7/17/2014,10:04 AM,male,mobile,0
7/28/2014,5:03 PM,male,tablet,1
7/20/2014,3:12 AM,female,mobile,1
7/20/2014,5:00 PM,female,desktop,1
7/26/2014,1:37 PM,male,desktop,1
7/25/2014,6:12 AM,female,mobile,0
7/31/2014,12:35 AM,female,desktop,1
7/19/2014,12:39 PM,female,desktop,1
7/28/2014,5:36 PM,female,desktop,1
7/26/2014,11:39 PM,female,mobile,1
7/29/2014,5:20 PM,male,desktop,1
7/31/2014,10:06 AM,female,tablet,0
7/25/2014,1:05 AM,male,mobile,0
7/20/2014,3:44 PM,male,tablet,0
7/24/2014,1:32 AM,female,mobile,0
7/25/2014,1:27 AM,female,tablet,0
7/20/2014,11:31 PM,female,desktop,0
7/30/2014,5:20 AM,female,tablet,0
7/21/2014,6:59 AM,female,mobile,1
7/29/2014,8:47 PM,female,desktop,0
7/26/2014,1:05 PM,male,tablet,0
7/26/2014,3:32 PM,female,tablet,0
7/25/2014,2:40 PM,male,desktop,1
7/24/2014,12:02 AM,male,mobile,1
7/28/2014,5:02 PM,female,desktop,0
7/23/2014,6:45 AM,female,tablet,0
7/21/2014,7:40 PM,female,tablet,0
7/28/2014,11:46 PM,male,mobile,0
7/18/2014,12:08 PM,male,tablet,0
7/24/2014,12:47 AM,female,desktop,1
7/20/2014,1:48 PM,male,mobile,1
7/25/2014,7:43 PM,female,desktop,0
7/21/2014,1:31 AM,male,mobile,1
7/31/2014,6:32 PM,female,tablet,1
7/21/2014,3:42 PM,female,tablet,1
7/26/2014,5:18 AM,male,tablet,0
7/18/2014,7:08 AM,female,mobile,1
7/20/2014,8:49 AM,female,tablet,0
7/27/2014,5:19 PM,male,mobile,0
7/19/2014,1:34 AM,male,tablet,0
7/28/2014,4:18 AM,female,mobile,1
7/19/2014,5:08 PM,male,desktop,1
7/27/2014,1:25 AM,male,mobile,1
7/22/2014,10:59 PM,male,mobile,0
7/25/2014,9:57 AM,male,mobile,1
7/21/2014,12:40 AM,female,desktop,1
7/19/2014,9:05 AM,male,mobile,1
7/23/2014,5:19 PM,male,desktop,1
7/19/2014,8:46 PM,male,tablet,1
7/31/2014,11:22 AM,male,mobile,0
7/31/2014,1:32 AM,female,mobile,1
7/25/2014,9:42 PM,female,desktop,0
7/27/2014,5:59 PM,female,desktop,0
7/24/2014,1:48 PM,male,mobile,0
7/18/2014,7:26 AM,female,desktop,0
7/29/2014,6:04 PM,male,tablet,1
7/27/2014,3:42 AM,male,tablet,0
7/17/2014,1:30 AM,female,mobile,0
7/21/2014,6:23 AM,male,desktop,1
7/20/2014,10:31 AM,female,mobile,1
7/27/2014,7:20 PM,female,mobile,1
7/23/2014,11:01 AM,male,mobile,1
7/25/2014,12:30 AM,female,mobile,1
7/30/2014,8:07 PM,female,desktop,1
7/17/2014,5:02 PM,male,tablet,0
7/30/2014,5:14 PM,female,mobile,0
7/25/2014,7:41 AM,female,tablet,0
7/23/2014,4:15 AM,female,mobile,0
7/27/2014,12:31 PM,male,mobile,0
7/21/2014,7:23 AM,male,mobile,0
7/17/2014,7:47 AM,female,mobile,0
7/19/2014,10:23 PM,female,tablet,0
7/18/2014,10:30 PM,male,desktop,1
7/26/2014,6:04 AM,female,desktop,0
7/22/2014,5:28 PM,female,tablet,1
7/23/2014,5:53 PM,male,tablet,0
7/21/2014,4:28 AM,female,desktop,0
7/29/2014,1:54 AM,male,desktop,1
7/29/2014,10:37 AM,female,mobile,1
7/26/2014,12:28 PM,female,desktop,1
7/30/2014,4:07 AM,female,mobile,0
7/24/2014,9:25 PM,male,tablet,1
7/22/2014,12:25 AM,female,desktop,0
7/17/2014,3:29 PM,female,mobile,0
7/20/2014,8:20 AM,male,desktop,0
7/21/2014,9:39 AM,female,mobile,0
7/23/2014,10:06 PM,male,mobile,0
7/26/2014,8:44 PM,female,tablet,0
7/25/2014,10:45 PM,male,mobile,1
7/21/2014,11:00 PM,male,mobile,1
7/26/2014,10:45 AM,male,desktop,0
7/22/2014,6:43 AM,female,tablet,0
7/17/2014,5:12 PM,male,mobile,1
7/24/2014,1:37 AM,female,tablet,1
7/21/2014,12:59 PM,female,mobile,1
7/23/2014,12:41 PM,female,tablet,0
7/27/2014,1:48 PM,female,mobile,1
7/17/2014,4:01 AM,female,mobile,0
7/19/2014,9:41 PM,female,mobile,0
7/27/2014,2:26 AM,male,desktop,1
7/25/2014,8:57 PM,male,tablet,0
7/17/2014,7:43 AM,female,desktop,1
7/23/2014,4:47 PM,female,mobile,0
7/30/2014,2:54 AM,female,tablet,1
7/22/2014,11:26 AM,male,mobile,1
7/30/2014,7:37 AM,male,mobile,0
7/22/2014,9:18 AM,female,mobile,0
7/20/2014,7:39 PM,female,mobile,0
7/19/2014,7:43 AM,male,tablet,0
7/21/2014,7:28 AM,male,desktop,0
7/24/2014,2:58 PM,female,mobile,0
7/18/2014,9:00 PM,male,desktop,0
7/30/2014,3:01 PM,female,mobile,1
7/19/2014,6:16 PM,female,desktop,1
7/21/2014,10:14 PM,male,desktop,1
7/26/2014,4:26 AM,female,tablet,1
7/26/2014,9:58 AM,male,desktop,0
7/31/2014,4:30 PM,female,tablet,1
7/19/2014,12:58 AM,female,mobile,0
7/30/2014,6:12 AM,female,desktop,1
7/23/2014,9:48 AM,female,mobile,0
7/31/2014,9:35 PM,male,mobile,0
7/21/2014,5:15 AM,female,desktop,0
7/29/2014,5:36 PM,male,tablet,1
7/26/2014,2:33 AM,female,mobile,1
7/19/2014,5:33 PM,female,tablet,0
7/31/2014,4:57 PM,male,mobile,1
7/28/2014,1:08 AM,male,desktop,1
7/19/2014,3:50 AM,female,tablet,0
7/21/2014,11:18 AM,male,mobile,0
7/22/2014,12:16 AM,female,mobile,0
7/27/2014,2:01 AM,male,tablet,0
7/22/2014,11:00 PM,female,tablet,1
7/26/2014,3:26 PM,male,mobile,1
7/22/2014,4:06 PM,female,tablet,0
7/25/2014,12:03 AM,male,tablet,1
7/17/2014,12:55 AM,male,desktop,0
7/20/2014,7:45 AM,male,mobile,0
7/29/2014,4:20 PM,male,mobile,0
7/25/2014,6:46 PM,female,tablet,1
7/28/2014,5:41 PM,male,mobile,0
7/25/2014,9:16 PM,female,mobile,0
7/23/2014,11:03 AM,female,tablet,0
7/19/2014,12:16 AM,male,tablet,0
7/29/2014,5:10 PM,female,desktop,0
7/31/2014,1:59 AM,female,tablet,0
7/30/2014,7:22 PM,male,desktop,0
7/30/2014,7:21 AM,female,tablet,1
7/31/2014,1:42 AM,male,desktop,0
7/23/2014,5:30 PM,male,desktop,1
7/30/2014,5:45 AM,female,desktop,1
7/21/2014,7:41 AM,female,tablet,1
7/26/2014,3:50 AM,male,tablet,1
7/30/2014,4:52 AM,female,mobile,1
7/26/2014,7:47 AM,male,mobile,1
7/21/2014,1:24 AM,female,mobile,0
7/26/2014,1:03 PM,male,tablet,1
7/31/2014,5:33 AM,male,mobile,0
7/26/2014,4:20 PM,female,desktop,0
7/25/2014,9:08 AM,male,desktop,1
7/27/2014,11:14 PM,female,tablet,1
7/17/2014,6:07 PM,female,desktop,0
7/19/2014,5:02 AM,female,mobile,1
7/26/2014,3:00 PM,male,tablet,0
7/17/2014,12:23 AM,male,tablet,1
7/28/2014,4:22 PM,male,desktop,1
7/23/2014,3:50 AM,female,desktop,1
7/29/2014,5:54 AM,male,mobile,1
7/30/2014,5:05 PM,male,mobile,0
7/17/2014,8:54 AM,male,tablet,0
7/25/2014,12:55 PM,female,tablet,1
7/27/2014,10:58 AM,female,mobile,1
7/31/2014,1:44 AM,male,tablet,0
7/23/2014,12:04 AM,male,tablet,1
7/23/2014,5:32 PM,male,mobile,0
7/24/2014,5:20 AM,female,tablet,0
7/18/2014,4:34 AM,male,tablet,1
7/29/2014,12:20 PM,female,desktop,1
7/29/2014,11:46 PM,male,mobile,0
7/29/2014,4:45 AM,female,tablet,1
7/28/2014,6:03 AM,female,mobile,0
7/22/2014,8:10 PM,male,desktop,1
7/19/2014,8:34 AM,male,tablet,0
7/24/2014,4:55 AM,male,desktop,1
7/20/2014,9:38 PM,female,tablet,0
7/21/2014,5:28 PM,male,tablet,0
7/28/2014,1:00 AM,female,mobile,0
7/17/2014,1:32 PM,male,mobile,0
7/19/2014,1:18 AM,male,mobile,0
7/18/2014,6:12 AM,female,tablet,1
7/25/2014,2:18 AM,female,desktop,0
7/25/2014,7:18 PM,female,desktop,0
7/20/2014,7:46 PM,female,desktop,0
7/27/2014,5:55 PM,female,desktop,0
7/20/2014,4:02 PM,male,tablet,1
7/26/2014,8:27 AM,female,mobile,1
7/22/2014,3:26 AM,male,tablet,1
7/27/2014,2:07 PM,female,mobile,1
7/30/2014,6:09 AM,female,desktop,0
7/20/2014,7:31 PM,male,desktop,1
7/24/2014,1:37 PM,male,desktop,0
7/31/2014,11:28 AM,male,tablet,1
7/20/2014,6:26 AM,male,tablet,1
7/19/2014,3:06 AM,male,tablet,1
7/23/2014,2:30 PM,male,mobile,0
7/23/2014,7:06 AM,female,tablet,0
7/22/2014,1:40 PM,male,tablet,1
7/19/2014,9:35 PM,male,desktop,1
7/30/2014,1:28 AM,male,tablet,0
7/21/2014,4:42 AM,female,desktop,0
7/22/2014,8:42 AM,female,tablet,0
7/30/2014,12:29 AM,female,desktop,0
7/30/2014,5:02 AM,male,mobile,0
7/21/2014,6:32 PM,male,mobile,1
7/30/2014,3:22 AM,female,tablet,0
7/24/2014,9:00 PM,female,tablet,1
7/18/2014,1:26 PM,male,desktop,0
7/21/2014,5:00 PM,male,mobile,1
7/23/2014,12:21 AM,female,desktop,0
7/24/2014,8:36 PM,female,desktop,1
7/31/2014,3:38 AM,female,mobile,0
7/22/2014,6:53 PM,female,tablet,1
7/18/2014,8:55 AM,female,tablet,0
7/17/2014,11:58 AM,male,desktop,1
7/20/2014,3:49 AM,female,tablet,1
7/23/2014,2:17 PM,female,mobile,0
7/24/2014,1:27 PM,female,mobile,0
7/28/2014,11:36 PM,male,mobile,1
7/24/2014,8:47 AM,female,desktop,0
7/21/2014,12:03 PM,male,tablet,1
7/27/2014,3:02 PM,male,tablet,0
7/30/2014,6:33 AM,male,desktop,1
7/20/2014,6:46 AM,female,tablet,1
7/17/2014,5:57 AM,male,desktop,0
7/27/2014,3:15 AM,female,mobile,1
7/25/2014,8:42 PM,male,mobile,1
7/25/2014,2:36 PM,male,desktop,0
7/18/2014,9:48 PM,female,desktop,0
7/29/2014,5:06 PM,female,desktop,1
7/27/2014,12:23 AM,female,tablet,0
7/31/2014,9:34 PM,male,tablet,0
7/31/2014,5:30 PM,male,desktop,1
7/26/2014,8:40 AM,female,tablet,0
7/18/2014,1:44 PM,female,mobile,1
7/29/2014,4:02 PM,male,desktop,0
7/21/2014,6:22 PM,male,mobile,0
7/19/2014,3:04 PM,male,mobile,1
7/20/2014,8:37 PM,male,mobile,0
7/30/2014,10:25 AM,female,tablet,1
7/31/2014,8:24 AM,male,tablet,0
7/21/2014,12:01 AM,male,mobile,0
7/29/2014,4:48 AM,female,desktop,0
7/20/2014,4:27 AM,female,desktop,1
7/30/2014,8:14 PM,female,tablet,0
7/30/2014,8:54 AM,female,mobile,1
7/26/2014,5:58 PM,female,desktop,1
7/31/2014,8:07 PM,female,desktop,0
7/27/2014,7:31 AM,male,tablet,0
7/22/2014,5:13 AM,female,tablet,0
7/27/2014,6:48 PM,female,tablet,0
7/31/2014,5:05 AM,male,desktop,1
7/17/2014,11:02 AM,female,tablet,1
7/18/2014,1:53 PM,male,desktop,1
7/31/2014,7:33 AM,female,tablet,0
7/25/2014,10:07 PM,male,mobile,0
7/25/2014,1:29 AM,male,mobile,1
7/18/2014,1:46 PM,male,desktop,0
7/17/2014,11:43 AM,female,tablet,1
7/31/2014,5:50 PM,female,desktop,1
7/19/2014,7:02 AM,male,mobile,0
7/24/2014,9:02 PM,female,tablet,0
7/26/2014,8:21 AM,female,tablet,1
7/23/2014,9:17 AM,male,mobile,0
7/20/2014,8:01 AM,male,desktop,1
7/22/2014,2:01 AM,male,mobile,0
7/26/2014,3:07 AM,female,mobile,0
7/22/2014,8:43 AM,male,tablet,1
7/19/2014,4:30 PM,female,mobile,1
7/21/2014,1:11 PM,male,desktop,1
7/26/2014,1:12 AM,male,mobile,1
7/21/2014,7:19 AM,female,tablet,0
7/21/2014,4:12 PM,male,desktop,0
7/23/2014,1:00 PM,male,desktop,0
7/23/2014,7:44 AM,male,mobile,1
7/30/2014,2:00 AM,female,mobile,0
7/19/2014,1:25 PM,male,tablet,1
7/25/2014,11:53 PM,male,desktop,1
7/28/2014,10:47 AM,male,desktop,0
7/17/2014,12:44 AM,female,tablet,1
7/30/2014,4:27 AM,male,mobile,1
7/30/2014,12:38 AM,female,tablet,1
7/27/2014,6:45 PM,female,tablet,1
7/31/2014,8:47 PM,male,mobile,0
7/24/2014,12:12 AM,female,desktop,0
7/19/2014,12:10 AM,male,mobile,1
7/20/2014,9:09 AM,male,mobile,1
7/20/2014,9:33 AM,female,desktop,1
7/22/2014,9:44 AM,male,tablet,1
7/21/2014,3:41 PM,female,desktop,1
7/27/2014,9:30 AM,male,desktop,0
7/30/2014,12:24 PM,male,desktop,1
7/28/2014,4:16 AM,male,tablet,0
7/22/2014,9:47 AM,male,desktop,1
7/28/2014,4:45 AM,female,desktop,0
7/27/2014,3:43 PM,female,mobile,1
7/25/2014,4:41 PM,male,desktop,1
7/26/2014,4:16 PM,male,desktop,1
7/26/2014,4:48 PM,male,tablet,0
7/19/2014,6:33 PM,female,mobile,1
7/25/2014,10:19 AM,female,tablet,1
7/24/2014,2:00 AM,female,desktop,1
7/28/2014,8:04 PM,male,tablet,0
7/29/2014,2:45 PM,male,desktop,1
7/28/2014,12:55 AM,female,desktop,1
7/17/2014,7:37 PM,male,desktop,1
7/31/2014,12:27 AM,male,tablet,0
7/20/2014,2:56 AM,male,desktop,0
7/20/2014,12:19 PM,female,desktop,1
7/17/2014,12:24 AM,female,tablet,0
7/22/2014,11:01 PM,female,desktop,1
7/18/2014,7:37 AM,female,tablet,0
7/18/2014,6:19 PM,male,desktop,0
7/19/2014,12:11 AM,male,tablet,0
7/19/2014,12:19 AM,female,desktop,0
7/22/2014,2:58 AM,male,mobile,0
7/20/2014,12:01 AM,female,tablet,1
7/19/2014,3:35 AM,male,mobile,1
7/23/2014,3:11 AM,female,tablet,1
7/31/2014,8:30 PM,female,mobile,0
7/18/2014,8:02 PM,female,tablet,1
7/30/2014,2:56 AM,male,tablet,0
7/23/2014,1:18 AM,male,mobile,1
7/22/2014,4:51 PM,female,desktop,1
7/17/2014,10:14 AM,male,desktop,0
7/29/2014,5:51 AM,female,desktop,0
7/28/2014,6:09 AM,female,desktop,1
7/29/2014,2:06 AM,female,desktop,1
7/26/2014,5:00 PM,male,mobile,1
